park_id,park_name,latitude,longitude,park_type,management_priority,acres,golf_availability,soccer_availability,memorial_availability,gym_availability,shade_area_availability,volleyball_availability,swimming_pool_availability,tennis_availability,playground_availability,baseball_availability,recreation_center_availability,basketball_availability,garden_center_availability,parking_lot_availability,facility_total,visits_2019,origin_breadth_2019,visits_per_acre_2019,visits_2020,origin_breadth_2020,visits_per_acre_2020,visits_2021,origin_breadth_2021,visits_per_acre_2021
park-walnut-creek-metro-park,Walnut Creek Metro Park,30.4008,-97.68644,Metropolitan,Mixed-use Park,290.5193,None,None,Low,None,Low,None,Low,None,Low,None,None,Low,None,Medium,12,2776.293562,1229,9.556314,3559.580955,1260,12.252477,4754.648314,1316,16.366033
park-walnut-creek-walnut-bluffs-trailhead,Walnut Creek Walnut Bluffs Trailhead,30.38967,-97.67894,Greenbelt,Corridor,402.059,None,None,Low,None,None,None,None,None,None,None,None,None,None,None,1,1.85435,11,0.004612,0.326958,2,0.000813,0.460554,4,0.001145
park-walsh-boat-landing,Walsh Boat Landing,30.2965,-97.78328,Special,Special Use Area,6.1466,None,None,Medium,None,None,None,None,None,None,None,None,None,None,Low,6,666.746565,516,108.474045,248.410185,268,40.414243,398.630853,321,64.853879
park-walter-e-long-metro-park,Walter E Long Metro Park,30.28311,-97.60877,Metropolitan,Mixed-use Park,1885.442,None,None,None,None,Low,Low,None,None,None,None,None,None,None,High,27,2369.131726,881,1.256539,1786.550986,792,0.94755,1464.038575,661,0.776496
park-waterloo-neighborhood-park,Waterloo Neighborhood Park,30.273737,-97.736015,Neighborhood,Mixed-use Park,10.74,None,None,None,None,None,None,None,None,Low,None,None,None,None,None,1,569.829673,441,53.056767,166.938587,206,15.54363,1342.277695,364,124.979301
park-wells-creek-greenbelt,Wells Creek Greenbelt,30.42288,-97.68401,Greenbelt,Natural Area,14.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,90.751735,213,6.140172,50.40153,146,3.410117,77.274137,156,5.228291
park-west-austin-neighborhood-park,West Austin Neighborhood Park,30.276761,-97.757691,Neighborhood,Active Park,3.27,None,None,Low,None,None,None,Low,None,Low,None,None,Low,None,None,6,939.395916,620,287.277039,932.991537,518,285.318513,498.900424,344,152.568937
park-west-bouldin-creek-greenbelt,West Bouldin Creek Greenbelt,30.25479,-97.75975,Greenbelt,Mixed-use Park,16.0998,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,25.126845,88,1.560693,23.834851,73,1.480444,39.683312,76,2.464833
park-westcreek-pocket-park,Westcreek Pocket Park,30.22967,-97.84357,Pocket,Not available,1.293,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,90.751735,213,70.186957,50.40153,146,38.980302,77.274137,156,59.763447
park-williams-school-park,Williams School Park,30.18174,-97.79212,School,Active Park,9.892,None,None,None,None,None,None,None,None,Low,None,None,None,None,Low,2,195.246213,295,19.737789,89.115301,165,9.008825,110.496138,190,11.170253
park-williamson-creek-central-greenbelt,Williamson Creek Central Greenbelt,30.20287,-97.765739,Greenbelt,Natural Area,93.4956,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,761.934208,1960,8.149412,8672.185666,1712,92.755014,934.822791,1756,9.998575
park-williamson-creek-east-greenbelt-easement,Williamson Creek East Greenbelt Easement,30.18852,-97.75693,Greenbelt,Natural Area,108.6251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,3644.094592,1171,33.547445,2418.562494,947,22.265227,2424.924517,872,22.323795
park-wooldridge-school-park,Wooldridge School Park,30.364681,-97.708458,School,Active Park,10.388,None,None,None,None,None,None,None,Low,None,None,None,Low,None,Low,4,707.991034,550,68.154701,728.783641,480,70.1563,669.463795,430,64.445879
park-wooldridge-square,Wooldridge Square,30.272364,-97.745871,Special,Special Use Area,1.7488,None,None,High,None,None,None,None,None,None,None,None,None,None,None,7,72.507892,173,41.461512,18.344537,51,10.489786,6.164863,27,3.525196
park-wooten-neighborhood-park,Wooten Neighborhood Park,30.35432,-97.72029,Neighborhood,Active Park,6.28,None,None,None,None,Low,None,None,None,Low,None,None,None,None,None,2,146.419323,225,23.315179,94.14208,155,14.990777,82.827855,136,13.189149
park-wunneburger-neighborhood-park,Wunneburger Neighborhood Park,30.13358,-97.80873,Neighborhood,Natural Area,23.51,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0.595223,6,0.025318,1.003382,9,0.042679,10.942097,36,0.465423
park-yates-pocket-park,Yates Pocket Park,30.236463,-97.700121,Pocket,Natural Area,0.9338,None,None,None,None,None,Low,None,None,None,None,None,None,None,None,1,10.528165,47,11.27454,8.955451,41,9.590331,13.516273,63,14.474484
park-yett-creek-neighborhood-park,Yett Creek Neighborhood Park,30.42883,-97.73467,Neighborhood,Natural Area,40.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,93.890411,207,2.315994,121.722416,237,3.002526,103.631366,202,2.556274
